dataset,recipe_name,ordering_index,method,threshold,fold,precision,recall,f1,precision_zero_division,recall_zero_division,predicted_error_set,ground_truth_error_set
captaincookrecipes,broccolistirfry,0,ares,0.16363635659217834,0,0.3333333333333333,0.3076923076923077,0.32,False,False,1;13;17;18;20;21;23;24;5;6;8;9,11;12;15;16;17;2;20;23;25;26;4;7;9
captaincookrecipes,broccolistirfry,1,ares,0.16363635659217834,0,0.375,0.46153846153846156,0.41379310344827586,False,False,1;10;12;15;16;17;18;19;2;21;23;24;3;5;6;8,11;12;15;16;17;2;20;23;25;26;4;7;9
captaincookrecipes,broccolistirfry,2,ares,0.16363635659217834,0,0.2727272727272727,0.23076923076923078,0.24999999999999994,False,False,18;19;2;21;22;23;24;5;6;8;9,11;12;15;16;17;2;20;23;25;26;4;7;9
captaincookrecipes,broccolistirfry,3,ares,0.16363635659217834,0,0.3333333333333333,0.3076923076923077,0.32,False,False,16;17;18;19;20;21;22;23;24;5;6;8,11;12;15;16;17;2;20;23;25;26;4;7;9
captaincookrecipes,broccolistirfry,4,ares,0.16363635659217834,0,0.3333333333333333,0.15384615384615385,0.21052631578947367,False,False,17;21;22;23;6;8,11;12;15;16;17;2;20;23;25;26;4;7;9
captaincookrecipes,broccolistirfry,5,ares,0.16363635659217834,0,0.45454545454545453,0.38461538461538464,0.41666666666666663,False,False,12;16;17;19;2;22;23;24;3;5;8,11;12;15;16;17;2;20;23;25;26;4;7;9
captaincookrecipes,broccolistirfry,6,ares,0.16363635659217834,0,0.4,0.3076923076923077,0.34782608695652173,False,False,1;15;18;2;23;24;26;5;6;8,11;12;15;16;17;2;20;23;25;26;4;7;9
captaincookrecipes,broccolistirfry,7,ares,0.16363635659217834,0,0.4375,0.5384615384615384,0.4827586206896552,False,False,1;15;17;18;19;2;20;21;23;24;26;3;5;6;8;9,11;12;15;16;17;2;20;23;25;26;4;7;9
captaincookrecipes,broccolistirfry,8,ares,0.16363635659217834,0,0.5,0.6153846153846154,0.5517241379310345,False,False,12;13;15;17;19;2;20;21;22;23;24;26;5;6;8;9,11;12;15;16;17;2;20;23;25;26;4;7;9
captaincookrecipes,broccolistirfry,9,ares,0.16363635659217834,0,0.42857142857142855,0.46153846153846156,0.4444444444444445,False,False,13;15;17;18;19;2;21;22;23;24;26;6;8;9,11;12;15;16;17;2;20;23;25;26;4;7;9
captaincookrecipes,buttercorncup,0,ares,0.17491750419139862,2,0.625,0.7142857142857143,0.6666666666666666,False,False,1;11;12;13;2;4;7;9,1;10;11;13;14;7;9
captaincookrecipes,buttercorncup,1,ares,0.17491750419139862,2,0.625,0.7142857142857143,0.6666666666666666,False,False,1;11;12;13;2;4;7;9,1;10;11;13;14;7;9
captaincookrecipes,buttercorncup,2,ares,0.17491750419139862,2,0.625,0.7142857142857143,0.6666666666666666,False,False,1;11;12;13;2;4;7;9,1;10;11;13;14;7;9
captaincookrecipes,buttercorncup,3,ares,0.17491750419139862,2,0.5714285714285714,0.5714285714285714,0.5714285714285714,False,False,1;12;13;2;4;7;9,1;10;11;13;14;7;9
captaincookrecipes,buttercorncup,4,ares,0.17491750419139862,2,0.625,0.7142857142857143,0.6666666666666666,False,False,1;11;12;13;2;4;7;9,1;10;11;13;14;7;9
captaincookrecipes,buttercorncup,5,ares,0.17491750419139862,2,0.625,0.7142857142857143,0.6666666666666666,False,False,1;11;12;13;2;4;7;9,1;10;11;13;14;7;9
captaincookrecipes,buttercorncup,6,ares,0.17491750419139862,2,0.625,0.7142857142857143,0.6666666666666666,False,False,1;11;12;13;2;4;7;9,1;10;11;13;14;7;9
captaincookrecipes,buttercorncup,7,ares,0.17491750419139862,2,0.625,0.7142857142857143,0.6666666666666666,False,False,1;11;12;13;2;4;7;9,1;10;11;13;14;7;9
captaincookrecipes,buttercorncup,8,ares,0.17491750419139862,2,0.5714285714285714,0.5714285714285714,0.5714285714285714,False,False,1;12;13;2;4;7;9,1;10;11;13;14;7;9
captaincookrecipes,buttercorncup,9,ares,0.17491750419139862,2,0.625,0.7142857142857143,0.6666666666666666,False,False,1;11;12;13;2;4;7;9,1;10;11;13;14;7;9
captaincookrecipes,capresebruschetta,0,ares,0.17491750419139862,2,0.25,0.5,0.3333333333333333,False,False,1;10;2;3;5;6;7;9,12;4;5;7
captaincookrecipes,capresebruschetta,1,ares,0.17491750419139862,2,0.2,0.25,0.22222222222222224,False,False,10;2;3;5;6,12;4;5;7
captaincookrecipes,capresebruschetta,2,ares,0.17491750419139862,2,0.4,0.5,0.4444444444444445,False,False,10;2;5;7;9,12;4;5;7
captaincookrecipes,capresebruschetta,3,ares,0.17491750419139862,2,0.0,0.0,0.0,False,False,1;10;3;6;9,12;4;5;7
captaincookrecipes,capresebruschetta,4,ares,0.17491750419139862,2,0.2,0.25,0.22222222222222224,False,False,10;2;3;5;6,12;4;5;7
captaincookrecipes,capresebruschetta,5,ares,0.17491750419139862,2,0.2857142857142857,0.5,0.36363636363636365,False,False,10;2;3;5;6;7;9,12;4;5;7
captaincookrecipes,capresebruschetta,6,ares,0.17491750419139862,2,0.0,0.0,0.0,True,False,,12;4;5;7
captaincookrecipes,capresebruschetta,7,ares,0.17491750419139862,2,0.3333333333333333,0.5,0.4,False,False,10;12;2;3;5;9,12;4;5;7
captaincookrecipes,capresebruschetta,8,ares,0.17491750419139862,2,0.5,0.25,0.3333333333333333,False,False,5;6,12;4;5;7
captaincookrecipes,capresebruschetta,9,ares,0.17491750419139862,2,0.3333333333333333,0.75,0.46153846153846156,False,False,1;10;12;2;3;5;6;7;9,12;4;5;7
captaincookrecipes,cheesepimiento,0,ares,0.29898306727409363,1,0.7777777777777778,0.875,0.823529411764706,False,False,1;11;12;2;3;4;6;7;8,1;11;12;2;4;5;6;7
captaincookrecipes,cheesepimiento,1,ares,0.29898306727409363,1,0.8,1.0,0.888888888888889,False,False,1;11;12;2;3;4;5;6;7;8,1;11;12;2;4;5;6;7
captaincookrecipes,cheesepimiento,2,ares,0.29898306727409363,1,0.7272727272727273,1.0,0.8421052631578948,False,False,1;11;12;2;3;4;5;6;7;8;9,1;11;12;2;4;5;6;7
captaincookrecipes,cheesepimiento,3,ares,0.29898306727409363,1,0.8,1.0,0.888888888888889,False,False,1;11;12;2;4;5;6;7;8;9,1;11;12;2;4;5;6;7
captaincookrecipes,cheesepimiento,4,ares,0.29898306727409363,1,0.7272727272727273,1.0,0.8421052631578948,False,False,1;11;12;2;3;4;5;6;7;8;9,1;11;12;2;4;5;6;7
captaincookrecipes,cheesepimiento,5,ares,0.29898306727409363,1,0.75,0.75,0.75,False,False,1;11;12;3;5;6;7;8,1;11;12;2;4;5;6;7
captaincookrecipes,cheesepimiento,6,ares,0.29898306727409363,1,0.8571428571428571,0.75,0.7999999999999999,False,False,1;11;12;5;6;7;8,1;11;12;2;4;5;6;7
captaincookrecipes,cheesepimiento,7,ares,0.29898306727409363,1,0.7142857142857143,0.625,0.6666666666666666,False,False,1;11;12;3;6;7;8,1;11;12;2;4;5;6;7
captaincookrecipes,cheesepimiento,8,ares,0.29898306727409363,1,0.8,1.0,0.888888888888889,False,False,1;11;12;2;4;5;6;7;8;9,1;11;12;2;4;5;6;7
captaincookrecipes,cheesepimiento,9,ares,0.29898306727409363,1,0.7777777777777778,0.875,0.823529411764706,False,False,1;11;12;2;3;4;6;7;8,1;11;12;2;4;5;6;7
captaincookrecipes,coffee,0,ares,0.17491750419139862,3,0.5833333333333334,0.7,0.6363636363636365,False,False,1;11;12;13;17;2;3;4;5;6;7;8,1;11;13;15;16;17;2;6;8;9
captaincookrecipes,coffee,1,ares,0.17491750419139862,3,0.7777777777777778,0.7,0.7368421052631577,False,False,1;11;13;17;2;3;4;6;8,1;11;13;15;16;17;2;6;8;9
captaincookrecipes,coffee,2,ares,0.17491750419139862,3,0.5384615384615384,0.7,0.608695652173913,False,False,1;10;11;12;13;17;2;3;4;5;6;7;8,1;11;13;15;16;17;2;6;8;9
captaincookrecipes,coffee,3,ares,0.17491750419139862,3,0.7,0.7,0.7,False,False,1;11;13;17;2;3;4;5;6;8,1;11;13;15;16;17;2;6;8;9
captaincookrecipes,coffee,4,ares,0.17491750419139862,3,0.7,0.7,0.7,False,False,1;11;13;17;2;3;4;5;6;8,1;11;13;15;16;17;2;6;8;9
captaincookrecipes,coffee,5,ares,0.17491750419139862,3,0.7,0.7,0.7,False,False,1;11;13;17;2;3;4;5;6;8,1;11;13;15;16;17;2;6;8;9
captaincookrecipes,coffee,6,ares,0.17491750419139862,3,0.5833333333333334,0.7,0.6363636363636365,False,False,1;11;13;14;17;2;3;4;5;6;7;8,1;11;13;15;16;17;2;6;8;9
captaincookrecipes,coffee,7,ares,0.17491750419139862,3,0.5384615384615384,0.7,0.608695652173913,False,False,1;10;11;12;13;17;2;3;4;5;6;7;8,1;11;13;15;16;17;2;6;8;9
captaincookrecipes,coffee,8,ares,0.17491750419139862,3,0.7272727272727273,0.8,0.761904761904762,False,False,1;11;13;15;17;2;3;4;5;6;8,1;11;13;15;16;17;2;6;8;9
captaincookrecipes,coffee,9,ares,0.17491750419139862,3,0.7,0.7,0.7,False,False,1;10;11;12;13;17;2;3;6;8,1;11;13;15;16;17;2;6;8;9
captaincookrecipes,cucumberraita,0,ares,0.17600001394748688,4,0.2,0.3333333333333333,0.25,False,False,1;11;4;7;9,12;4;6
captaincookrecipes,cucumberraita,1,ares,0.17600001394748688,4,0.25,0.3333333333333333,0.28571428571428575,False,False,4;7;8;9,12;4;6
captaincookrecipes,cucumberraita,2,ares,0.17600001394748688,4,0.3333333333333333,0.6666666666666666,0.4444444444444444,False,False,1;12;4;7;8;9,12;4;6
captaincookrecipes,cucumberraita,3,ares,0.17600001394748688,4,0.0,0.0,0.0,False,False,10;5;8;9,12;4;6
captaincookrecipes,cucumberraita,4,ares,0.17600001394748688,4,0.16666666666666666,0.3333333333333333,0.2222222222222222,False,False,1;10;2;4;5;9,12;4;6
captaincookrecipes,cucumberraita,5,ares,0.17600001394748688,4,0.0,0.0,0.0,False,False,7;8;9,12;4;6
captaincookrecipes,cucumberraita,6,ares,0.17600001394748688,4,0.2,0.3333333333333333,0.25,False,False,10;11;4;5;9,12;4;6
captaincookrecipes,cucumberraita,7,ares,0.17600001394748688,4,0.25,0.3333333333333333,0.28571428571428575,False,False,11;4;8;9,12;4;6
captaincookrecipes,cucumberraita,8,ares,0.17600001394748688,4,0.2,0.3333333333333333,0.25,False,False,11;4;7;8;9,12;4;6
captaincookrecipes,cucumberraita,9,ares,0.17600001394748688,4,0.25,0.3333333333333333,0.28571428571428575,False,False,4;5;7;9,12;4;6
captaincookrecipes,dressedupmeatballs,0,ares,0.16363635659217834,0,0.5555555555555556,0.5555555555555556,0.5555555555555556,False,False,10;11;12;13;15;2;4;6;8,10;12;13;14;17;2;5;7;8
captaincookrecipes,dressedupmeatballs,1,ares,0.16363635659217834,0,0.5,0.3333333333333333,0.4,False,False,10;11;12;4;6;8,10;12;13;14;17;2;5;7;8
captaincookrecipes,dressedupmeatballs,2,ares,0.16363635659217834,0,0.625,0.5555555555555556,0.5882352941176471,False,False,10;11;12;13;2;4;6;8,10;12;13;14;17;2;5;7;8
captaincookrecipes,dressedupmeatballs,3,ares,0.16363635659217834,0,0.7142857142857143,0.5555555555555556,0.6250000000000001,False,False,10;12;13;15;2;6;8,10;12;13;14;17;2;5;7;8
captaincookrecipes,dressedupmeatballs,4,ares,0.16363635659217834,0,0.4,0.2222222222222222,0.2857142857142857,False,False,10;11;12;15;6,10;12;13;14;17;2;5;7;8
captaincookrecipes,dressedupmeatballs,5,ares,0.16363635659217834,0,0.5,0.3333333333333333,0.4,False,False,10;11;12;4;6;8,10;12;13;14;17;2;5;7;8
captaincookrecipes,dressedupmeatballs,6,ares,0.16363635659217834,0,0.5714285714285714,0.4444444444444444,0.5,False,False,10;11;12;13;15;2;6,10;12;13;14;17;2;5;7;8
captaincookrecipes,dressedupmeatballs,7,ares,0.16363635659217834,0,0.4,0.2222222222222222,0.2857142857142857,False,False,10;12;16;4;6,10;12;13;14;17;2;5;7;8
captaincookrecipes,dressedupmeatballs,8,ares,0.16363635659217834,0,0.6,0.3333333333333333,0.42857142857142855,False,False,10;12;15;6;8,10;12;13;14;17;2;5;7;8
captaincookrecipes,dressedupmeatballs,9,ares,0.16363635659217834,0,0.6666666666666666,0.4444444444444444,0.5333333333333333,False,False,10;12;13;15;2;6,10;12;13;14;17;2;5;7;8
captaincookrecipes,herbomeletwithfriedtomatoes,0,ares,0.17600001394748688,4,0.3333333333333333,0.08333333333333333,0.13333333333333333,False,False,13;3;5,1;10;11;14;16;2;3;4;6;7;8;9
captaincookrecipes,herbomeletwithfriedtomatoes,1,ares,0.17600001394748688,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,False,False,1;13;3;4;5;7,1;10;11;14;16;2;3;4;6;7;8;9
captaincookrecipes,herbomeletwithfriedtomatoes,2,ares,0.17600001394748688,4,0.8571428571428571,0.5,0.631578947368421,False,False,1;11;3;4;5;7;9,1;10;11;14;16;2;3;4;6;7;8;9
captaincookrecipes,herbomeletwithfriedtomatoes,3,ares,0.17600001394748688,4,0.75,0.5,0.6,False,False,1;11;15;3;4;5;7;9,1;10;11;14;16;2;3;4;6;7;8;9
captaincookrecipes,herbomeletwithfriedtomatoes,4,ares,0.17600001394748688,4,0.8333333333333334,0.4166666666666667,0.5555555555555556,False,False,1;11;3;4;5;7,1;10;11;14;16;2;3;4;6;7;8;9
captaincookrecipes,herbomeletwithfriedtomatoes,5,ares,0.17600001394748688,4,0.8571428571428571,0.5,0.631578947368421,False,False,1;11;3;4;5;7;9,1;10;11;14;16;2;3;4;6;7;8;9
captaincookrecipes,herbomeletwithfriedtomatoes,6,ares,0.17600001394748688,4,0.8,0.6666666666666666,0.7272727272727272,False,False,1;11;15;16;3;4;5;7;8;9,1;10;11;14;16;2;3;4;6;7;8;9
captaincookrecipes,herbomeletwithfriedtomatoes,7,ares,0.17600001394748688,4,0.8333333333333334,0.4166666666666667,0.5555555555555556,False,False,1;11;3;4;5;7,1;10;11;14;16;2;3;4;6;7;8;9
captaincookrecipes,herbomeletwithfriedtomatoes,8,ares,0.17600001394748688,4,0.75,0.5,0.6,False,False,1;11;15;3;4;5;7;9,1;10;11;14;16;2;3;4;6;7;8;9
captaincookrecipes,herbomeletwithfriedtomatoes,9,ares,0.17600001394748688,4,0.8888888888888888,0.6666666666666666,0.761904761904762,False,False,1;11;15;16;3;4;7;8;9,1;10;11;14;16;2;3;4;6;7;8;9
captaincookrecipes,microwaveeggsandwich,0,ares,0.16363635659217834,0,0.0,0.0,0.0,False,False,10;12;5,13;2;7;9
captaincookrecipes,microwaveeggsandwich,1,ares,0.16363635659217834,0,0.25,0.25,0.25,False,False,10;12;5;9,13;2;7;9
captaincookrecipes,microwaveeggsandwich,2,ares,0.16363635659217834,0,0.0,0.0,0.0,False,False,5,13;2;7;9
captaincookrecipes,microwaveeggsandwich,3,ares,0.16363635659217834,0,0.6666666666666666,1.0,0.8,False,False,10;13;2;5;7;9,13;2;7;9
captaincookrecipes,microwaveeggsandwich,4,ares,0.16363635659217834,0,0.0,0.0,0.0,False,False,10;5,13;2;7;9
captaincookrecipes,microwaveeggsandwich,5,ares,0.16363635659217834,0,0.3333333333333333,0.25,0.28571428571428575,False,False,12;2;5,13;2;7;9
captaincookrecipes,microwaveeggsandwich,6,ares,0.16363635659217834,0,0.3333333333333333,0.25,0.28571428571428575,False,False,10;2;5,13;2;7;9
captaincookrecipes,microwaveeggsandwich,7,ares,0.16363635659217834,0,0.0,0.0,0.0,False,False,12,13;2;7;9
captaincookrecipes,microwaveeggsandwich,8,ares,0.16363635659217834,0,0.6,0.75,0.6666666666666665,False,False,10;13;2;5;7,13;2;7;9
captaincookrecipes,microwaveeggsandwich,9,ares,0.16363635659217834,0,0.0,0.0,0.0,False,False,10;5,13;2;7;9
captaincookrecipes,microwavefrenchtoast,0,ares,0.17491750419139862,2,0.5,0.5,0.5,False,False,11;12;13;3;4;7,1;10;13;3;7;8
captaincookrecipes,microwavefrenchtoast,1,ares,0.17491750419139862,2,0.42857142857142855,0.5,0.4615384615384615,False,False,11;12;13;3;4;6;7,1;10;13;3;7;8
captaincookrecipes,microwavefrenchtoast,2,ares,0.17491750419139862,2,0.5,0.6666666666666666,0.5714285714285715,False,False,10;11;12;13;3;4;6;7,1;10;13;3;7;8
captaincookrecipes,microwavefrenchtoast,3,ares,0.17491750419139862,2,0.2,0.16666666666666666,0.1818181818181818,False,False,11;12;13;4;6,1;10;13;3;7;8
captaincookrecipes,microwavefrenchtoast,4,ares,0.17491750419139862,2,0.5714285714285714,0.6666666666666666,0.6153846153846153,False,False,10;11;12;13;3;4;7,1;10;13;3;7;8
captaincookrecipes,microwavefrenchtoast,5,ares,0.17491750419139862,2,0.25,0.16666666666666666,0.2,False,False,11;12;13;4,1;10;13;3;7;8
captaincookrecipes,microwavefrenchtoast,6,ares,0.17491750419139862,2,0.5,0.6666666666666666,0.5714285714285715,False,False,10;11;12;13;3;4;6;7,1;10;13;3;7;8
captaincookrecipes,microwavefrenchtoast,7,ares,0.17491750419139862,2,0.42857142857142855,0.5,0.4615384615384615,False,False,10;11;12;13;3;4;6,1;10;13;3;7;8
captaincookrecipes,microwavefrenchtoast,8,ares,0.17491750419139862,2,0.5714285714285714,0.6666666666666666,0.6153846153846153,False,False,10;11;12;13;3;4;7,1;10;13;3;7;8
captaincookrecipes,microwavefrenchtoast,9,ares,0.17491750419139862,2,0.5714285714285714,0.6666666666666666,0.6153846153846153,False,False,10;11;12;13;3;4;7,1;10;13;3;7;8
captaincookrecipes,microwavemugpizza,0,ares,0.29898306727409363,1,0.7692307692307693,0.9090909090909091,0.8333333333333333,False,False,1;10;12;13;14;15;2;3;4;5;6;7;8,1;10;11;12;14;15;2;3;4;5;7
captaincookrecipes,microwavemugpizza,1,ares,0.29898306727409363,1,0.7692307692307693,0.9090909090909091,0.8333333333333333,False,False,1;10;12;13;14;15;2;3;4;5;6;7;8,1;10;11;12;14;15;2;3;4;5;7
captaincookrecipes,microwavemugpizza,2,ares,0.29898306727409363,1,0.7692307692307693,0.9090909090909091,0.8333333333333333,False,False,1;10;12;13;14;15;2;3;4;5;6;7;8,1;10;11;12;14;15;2;3;4;5;7
captaincookrecipes,microwavemugpizza,3,ares,0.29898306727409363,1,0.7692307692307693,0.9090909090909091,0.8333333333333333,False,False,1;10;12;13;14;15;2;3;4;5;6;7;8,1;10;11;12;14;15;2;3;4;5;7
captaincookrecipes,microwavemugpizza,4,ares,0.29898306727409363,1,0.75,0.8181818181818182,0.7826086956521738,False,False,1;10;12;13;14;15;2;3;4;5;6;8,1;10;11;12;14;15;2;3;4;5;7
captaincookrecipes,microwavemugpizza,5,ares,0.29898306727409363,1,0.7692307692307693,0.9090909090909091,0.8333333333333333,False,False,1;10;12;13;14;15;2;3;4;5;6;7;8,1;10;11;12;14;15;2;3;4;5;7
captaincookrecipes,microwavemugpizza,6,ares,0.29898306727409363,1,0.7692307692307693,0.9090909090909091,0.8333333333333333,False,False,1;10;12;13;14;15;2;3;4;5;6;7;8,1;10;11;12;14;15;2;3;4;5;7
captaincookrecipes,microwavemugpizza,7,ares,0.29898306727409363,1,0.7692307692307693,0.9090909090909091,0.8333333333333333,False,False,1;10;12;13;14;15;2;3;4;5;6;7;8,1;10;11;12;14;15;2;3;4;5;7
captaincookrecipes,microwavemugpizza,8,ares,0.29898306727409363,1,0.7692307692307693,0.9090909090909091,0.8333333333333333,False,False,1;10;12;13;14;15;2;3;4;5;6;7;8,1;10;11;12;14;15;2;3;4;5;7
captaincookrecipes,microwavemugpizza,9,ares,0.29898306727409363,1,0.7692307692307693,0.9090909090909091,0.8333333333333333,False,False,1;10;12;13;14;15;2;3;4;5;6;7;8,1;10;11;12;14;15;2;3;4;5;7
captaincookrecipes,mugcake,0,ares,0.17600001394748688,4,0.7647058823529411,0.8666666666666667,0.8125,False,False,1;10;11;12;13;14;15;16;18;19;2;21;4;5;6;7;9,1;12;13;14;15;16;18;19;2;20;21;3;5;7;9
captaincookrecipes,mugcake,1,ares,0.17600001394748688,4,0.8,0.8,0.8000000000000002,False,False,1;11;12;13;14;15;16;18;19;2;21;4;5;6;9,1;12;13;14;15;16;18;19;2;20;21;3;5;7;9
captaincookrecipes,mugcake,2,ares,0.17600001394748688,4,0.7647058823529411,0.8666666666666667,0.8125,False,False,1;10;11;12;13;14;15;16;18;19;2;21;3;4;5;6;9,1;12;13;14;15;16;18;19;2;20;21;3;5;7;9
captaincookrecipes,mugcake,3,ares,0.17600001394748688,4,0.7333333333333333,0.7333333333333333,0.7333333333333333,False,False,1;11;12;13;14;15;16;17;19;21;3;4;5;6;9,1;12;13;14;15;16;18;19;2;20;21;3;5;7;9
captaincookrecipes,mugcake,4,ares,0.17600001394748688,4,0.75,0.8,0.7741935483870969,False,False,1;10;11;12;13;14;15;16;18;19;21;3;4;5;6;9,1;12;13;14;15;16;18;19;2;20;21;3;5;7;9
captaincookrecipes,mugcake,5,ares,0.17600001394748688,4,0.7333333333333333,0.7333333333333333,0.7333333333333333,False,False,1;10;11;12;13;14;15;16;18;19;21;4;5;6;9,1;12;13;14;15;16;18;19;2;20;21;3;5;7;9
captaincookrecipes,mugcake,6,ares,0.17600001394748688,4,0.8,0.8,0.8000000000000002,False,False,1;11;12;13;14;15;16;18;19;20;21;4;5;6;9,1;12;13;14;15;16;18;19;2;20;21;3;5;7;9
captaincookrecipes,mugcake,7,ares,0.17600001394748688,4,0.7333333333333333,0.7333333333333333,0.7333333333333333,False,False,1;11;12;13;14;15;16;17;18;19;21;4;5;6;9,1;12;13;14;15;16;18;19;2;20;21;3;5;7;9
captaincookrecipes,mugcake,8,ares,0.17600001394748688,4,0.75,0.8,0.7741935483870969,False,False,1;11;12;13;14;15;16;17;18;19;2;21;4;5;6;9,1;12;13;14;15;16;18;19;2;20;21;3;5;7;9
captaincookrecipes,mugcake,9,ares,0.17600001394748688,4,0.7857142857142857,0.7333333333333333,0.7586206896551724,False,False,1;11;12;13;14;15;16;19;2;21;4;5;6;9,1;12;13;14;15;16;18;19;2;20;21;3;5;7;9
captaincookrecipes,panfriedtofu,0,ares,0.17491750419139862,3,0.9090909090909091,0.625,0.7407407407407406,False,False,1;10;15;17;18;20;3;4;6;7;8,10;11;13;14;15;16;17;18;2;20;3;4;6;7;8;9
captaincookrecipes,panfriedtofu,1,ares,0.17491750419139862,3,0.9230769230769231,0.75,0.8275862068965517,False,False,1;10;15;17;18;2;20;3;4;6;7;8;9,10;11;13;14;15;16;17;18;2;20;3;4;6;7;8;9
captaincookrecipes,panfriedtofu,2,ares,0.17491750419139862,3,0.9230769230769231,0.75,0.8275862068965517,False,False,1;10;15;17;18;2;20;3;4;6;7;8;9,10;11;13;14;15;16;17;18;2;20;3;4;6;7;8;9
captaincookrecipes,panfriedtofu,3,ares,0.17491750419139862,3,0.9166666666666666,0.6875,0.7857142857142857,False,False,1;10;15;17;2;20;3;4;6;7;8;9,10;11;13;14;15;16;17;18;2;20;3;4;6;7;8;9
captaincookrecipes,panfriedtofu,4,ares,0.17491750419139862,3,0.9,0.5625,0.6923076923076923,False,False,1;10;15;17;18;2;20;3;4;7,10;11;13;14;15;16;17;18;2;20;3;4;6;7;8;9
captaincookrecipes,panfriedtofu,5,ares,0.17491750419139862,3,0.9090909090909091,0.625,0.7407407407407406,False,False,1;10;15;17;2;20;3;4;7;8;9,10;11;13;14;15;16;17;18;2;20;3;4;6;7;8;9
captaincookrecipes,panfriedtofu,6,ares,0.17491750419139862,3,0.9166666666666666,0.6875,0.7857142857142857,False,False,1;10;15;17;18;2;20;3;4;6;8;9,10;11;13;14;15;16;17;18;2;20;3;4;6;7;8;9
captaincookrecipes,panfriedtofu,7,ares,0.17491750419139862,3,0.9166666666666666,0.6875,0.7857142857142857,False,False,1;10;15;17;18;2;3;4;6;7;8;9,10;11;13;14;15;16;17;18;2;20;3;4;6;7;8;9
captaincookrecipes,panfriedtofu,8,ares,0.17491750419139862,3,0.9166666666666666,0.6875,0.7857142857142857,False,False,1;10;14;15;17;2;20;3;4;7;8;9,10;11;13;14;15;16;17;18;2;20;3;4;6;7;8;9
captaincookrecipes,panfriedtofu,9,ares,0.17491750419139862,3,0.9230769230769231,0.75,0.8275862068965517,False,False,1;10;15;17;18;2;20;3;4;6;7;8;9,10;11;13;14;15;16;17;18;2;20;3;4;6;7;8;9
