dataset,method,recipe_name,ordering_index,node_id,position,score
captaincookrecipes,entail_base,blenderbananapancakes,4,6,8,0.0
captaincookrecipes,entail_base,blenderbananapancakes,4,8,9,1.0
captaincookrecipes,entail_base,blenderbananapancakes,4,10,10,0.0
captaincookrecipes,entail_base,blenderbananapancakes,4,14,11,1.0
captaincookrecipes,entail_base,blenderbananapancakes,4,2,12,0.0
captaincookrecipes,entail_base,blenderbananapancakes,4,4,13,0.0
captaincookrecipes,entail_base,blenderbananapancakes,4,15,14,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,13,0,1.0
captaincookrecipes,entail_base,blenderbananapancakes,5,1,1,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,5,2,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,9,3,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,12,4,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,7,5,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,3,6,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,11,7,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,6,8,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,8,9,1.0
captaincookrecipes,entail_base,blenderbananapancakes,5,10,10,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,14,11,1.0
captaincookrecipes,entail_base,blenderbananapancakes,5,2,12,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,4,13,0.0
captaincookrecipes,entail_base,blenderbananapancakes,5,15,14,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,5,0,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,13,1,1.0
captaincookrecipes,entail_base,blenderbananapancakes,6,9,2,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,12,3,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,1,4,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,7,5,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,3,6,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,11,7,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,6,8,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,8,9,1.0
captaincookrecipes,entail_base,blenderbananapancakes,6,10,10,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,14,11,1.0
captaincookrecipes,entail_base,blenderbananapancakes,6,2,12,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,4,13,0.0
captaincookrecipes,entail_base,blenderbananapancakes,6,15,14,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,12,0,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,5,1,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,1,2,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,9,3,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,7,4,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,3,5,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,11,6,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,13,7,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,6,8,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,8,9,1.0
captaincookrecipes,entail_base,blenderbananapancakes,7,10,10,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,14,11,1.0
captaincookrecipes,entail_base,blenderbananapancakes,7,2,12,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,4,13,0.0
captaincookrecipes,entail_base,blenderbananapancakes,7,15,14,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,5,0,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,1,1,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,12,2,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,9,3,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,7,4,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,3,5,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,13,6,1.0
captaincookrecipes,entail_base,blenderbananapancakes,8,11,7,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,6,8,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,8,9,1.0
captaincookrecipes,entail_base,blenderbananapancakes,8,10,10,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,14,11,1.0
captaincookrecipes,entail_base,blenderbananapancakes,8,2,12,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,4,13,0.0
captaincookrecipes,entail_base,blenderbananapancakes,8,15,14,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,9,0,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,13,1,1.0
captaincookrecipes,entail_base,blenderbananapancakes,9,5,2,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,12,3,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,1,4,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,7,5,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,3,6,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,11,7,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,6,8,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,8,9,1.0
captaincookrecipes,entail_base,blenderbananapancakes,9,10,10,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,14,11,1.0
captaincookrecipes,entail_base,blenderbananapancakes,9,2,12,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,4,13,0.0
captaincookrecipes,entail_base,blenderbananapancakes,9,15,14,0.0
captaincookrecipes,entail_base,breakfastburritos,0,10,0,1.0
captaincookrecipes,entail_base,breakfastburritos,0,6,1,0.0
captaincookrecipes,entail_base,breakfastburritos,0,1,2,1.0
captaincookrecipes,entail_base,breakfastburritos,0,2,3,1.0
captaincookrecipes,entail_base,breakfastburritos,0,9,4,0.0
captaincookrecipes,entail_base,breakfastburritos,0,3,5,0.0
captaincookrecipes,entail_base,breakfastburritos,0,11,6,0.0
captaincookrecipes,entail_base,breakfastburritos,0,5,7,0.0
captaincookrecipes,entail_base,breakfastburritos,0,8,8,0.0
captaincookrecipes,entail_base,breakfastburritos,0,4,9,0.0
captaincookrecipes,entail_base,breakfastburritos,0,7,10,0.0
captaincookrecipes,entail_base,breakfastburritos,0,12,11,0.0
captaincookrecipes,entail_base,breakfastburritos,1,10,0,1.0
captaincookrecipes,entail_base,breakfastburritos,1,6,1,0.0
captaincookrecipes,entail_base,breakfastburritos,1,1,2,1.0
captaincookrecipes,entail_base,breakfastburritos,1,2,3,1.0
captaincookrecipes,entail_base,breakfastburritos,1,3,4,0.0
captaincookrecipes,entail_base,breakfastburritos,1,11,5,0.0
captaincookrecipes,entail_base,breakfastburritos,1,9,6,0.0
captaincookrecipes,entail_base,breakfastburritos,1,5,7,0.0
captaincookrecipes,entail_base,breakfastburritos,1,8,8,0.0
captaincookrecipes,entail_base,breakfastburritos,1,4,9,0.0
captaincookrecipes,entail_base,breakfastburritos,1,7,10,0.0
captaincookrecipes,entail_base,breakfastburritos,1,12,11,0.0
captaincookrecipes,entail_base,breakfastburritos,2,10,0,1.0
captaincookrecipes,entail_base,breakfastburritos,2,6,1,0.0
captaincookrecipes,entail_base,breakfastburritos,2,1,2,1.0
captaincookrecipes,entail_base,breakfastburritos,2,2,3,1.0
captaincookrecipes,entail_base,breakfastburritos,2,3,4,0.0
captaincookrecipes,entail_base,breakfastburritos,2,9,5,0.0
captaincookrecipes,entail_base,breakfastburritos,2,11,6,0.0
captaincookrecipes,entail_base,breakfastburritos,2,5,7,0.0
captaincookrecipes,entail_base,breakfastburritos,2,8,8,0.0
captaincookrecipes,entail_base,breakfastburritos,2,4,9,0.0
captaincookrecipes,entail_base,breakfastburritos,2,7,10,0.0
captaincookrecipes,entail_base,breakfastburritos,2,12,11,0.0
captaincookrecipes,entail_base,breakfastburritos,3,6,0,0.0
captaincookrecipes,entail_base,breakfastburritos,3,1,1,1.0
captaincookrecipes,entail_base,breakfastburritos,3,2,2,0.0
captaincookrecipes,entail_base,breakfastburritos,3,10,3,1.0
captaincookrecipes,entail_base,breakfastburritos,3,11,4,0.0
captaincookrecipes,entail_base,breakfastburritos,3,9,5,0.0
captaincookrecipes,entail_base,breakfastburritos,3,3,6,0.0
captaincookrecipes,entail_base,breakfastburritos,3,5,7,0.0
captaincookrecipes,entail_base,breakfastburritos,3,8,8,0.0
captaincookrecipes,entail_base,breakfastburritos,3,4,9,0.0
captaincookrecipes,entail_base,breakfastburritos,3,7,10,0.0
captaincookrecipes,entail_base,breakfastburritos,3,12,11,0.0
captaincookrecipes,entail_base,breakfastburritos,4,10,0,1.0
captaincookrecipes,entail_base,breakfastburritos,4,6,1,0.0
captaincookrecipes,entail_base,breakfastburritos,4,1,2,1.0
captaincookrecipes,entail_base,breakfastburritos,4,2,3,1.0
captaincookrecipes,entail_base,breakfastburritos,4,11,4,0.0
captaincookrecipes,entail_base,breakfastburritos,4,3,5,0.0
captaincookrecipes,entail_base,breakfastburritos,4,9,6,0.0
captaincookrecipes,entail_base,breakfastburritos,4,5,7,0.0
captaincookrecipes,entail_base,breakfastburritos,4,8,8,0.0
captaincookrecipes,entail_base,breakfastburritos,4,4,9,0.0
captaincookrecipes,entail_base,breakfastburritos,4,7,10,0.0
captaincookrecipes,entail_base,breakfastburritos,4,12,11,0.0
captaincookrecipes,entail_base,breakfastburritos,5,6,0,0.0
captaincookrecipes,entail_base,breakfastburritos,5,1,1,1.0
captaincookrecipes,entail_base,breakfastburritos,5,2,2,0.0
captaincookrecipes,entail_base,breakfastburritos,5,10,3,1.0
captaincookrecipes,entail_base,breakfastburritos,5,9,4,0.0
captaincookrecipes,entail_base,breakfastburritos,5,3,5,0.0
captaincookrecipes,entail_base,breakfastburritos,5,11,6,0.0
captaincookrecipes,entail_base,breakfastburritos,5,5,7,0.0
captaincookrecipes,entail_base,breakfastburritos,5,8,8,0.0
captaincookrecipes,entail_base,breakfastburritos,5,4,9,0.0
captaincookrecipes,entail_base,breakfastburritos,5,7,10,0.0
captaincookrecipes,entail_base,breakfastburritos,5,12,11,0.0
captaincookrecipes,entail_base,breakfastburritos,6,6,0,0.0
captaincookrecipes,entail_base,breakfastburritos,6,10,1,0.0
captaincookrecipes,entail_base,breakfastburritos,6,1,2,1.0
captaincookrecipes,entail_base,breakfastburritos,6,2,3,1.0
captaincookrecipes,entail_base,breakfastburritos,6,11,4,0.0
captaincookrecipes,entail_base,breakfastburritos,6,9,5,0.0
captaincookrecipes,entail_base,breakfastburritos,6,3,6,0.0
captaincookrecipes,entail_base,breakfastburritos,6,5,7,0.0
captaincookrecipes,entail_base,breakfastburritos,6,8,8,0.0
captaincookrecipes,entail_base,breakfastburritos,6,4,9,0.0
captaincookrecipes,entail_base,breakfastburritos,6,7,10,0.0
captaincookrecipes,entail_base,breakfastburritos,6,12,11,0.0
captaincookrecipes,entail_base,breakfastburritos,7,6,0,0.0
captaincookrecipes,entail_base,breakfastburritos,7,1,1,1.0
captaincookrecipes,entail_base,breakfastburritos,7,10,2,1.0
captaincookrecipes,entail_base,breakfastburritos,7,2,3,1.0
captaincookrecipes,entail_base,breakfastburritos,7,3,4,0.0
captaincookrecipes,entail_base,breakfastburritos,7,9,5,0.0
captaincookrecipes,entail_base,breakfastburritos,7,11,6,0.0
captaincookrecipes,entail_base,breakfastburritos,7,5,7,0.0
captaincookrecipes,entail_base,breakfastburritos,7,8,8,0.0
captaincookrecipes,entail_base,breakfastburritos,7,4,9,0.0
captaincookrecipes,entail_base,breakfastburritos,7,7,10,0.0
captaincookrecipes,entail_base,breakfastburritos,7,12,11,0.0
captaincookrecipes,entail_base,breakfastburritos,8,6,0,0.0
captaincookrecipes,entail_base,breakfastburritos,8,10,1,0.0
captaincookrecipes,entail_base,breakfastburritos,8,1,2,1.0
captaincookrecipes,entail_base,breakfastburritos,8,2,3,1.0
captaincookrecipes,entail_base,breakfastburritos,8,3,4,0.0
captaincookrecipes,entail_base,breakfastburritos,8,9,5,0.0
captaincookrecipes,entail_base,breakfastburritos,8,11,6,0.0
captaincookrecipes,entail_base,breakfastburritos,8,5,7,0.0
captaincookrecipes,entail_base,breakfastburritos,8,8,8,0.0
captaincookrecipes,entail_base,breakfastburritos,8,4,9,0.0
captaincookrecipes,entail_base,breakfastburritos,8,7,10,0.0
captaincookrecipes,entail_base,breakfastburritos,8,12,11,0.0
captaincookrecipes,entail_base,breakfastburritos,9,6,0,0.0
captaincookrecipes,entail_base,breakfastburritos,9,10,1,0.0
captaincookrecipes,entail_base,breakfastburritos,9,1,2,1.0
captaincookrecipes,entail_base,breakfastburritos,9,2,3,1.0
captaincookrecipes,entail_base,breakfastburritos,9,9,4,0.0
captaincookrecipes,entail_base,breakfastburritos,9,11,5,0.0
captaincookrecipes,entail_base,breakfastburritos,9,3,6,0.0
captaincookrecipes,entail_base,breakfastburritos,9,5,7,0.0
captaincookrecipes,entail_base,breakfastburritos,9,8,8,0.0
captaincookrecipes,entail_base,breakfastburritos,9,4,9,0.0
captaincookrecipes,entail_base,breakfastburritos,9,7,10,0.0
captaincookrecipes,entail_base,breakfastburritos,9,12,11,0.0
captaincookrecipes,entail_base,broccolistirfry,0,21,0,0.0
captaincookrecipes,entail_base,broccolistirfry,0,24,1,0.0
captaincookrecipes,entail_base,broccolistirfry,0,19,2,1.0
captaincookrecipes,entail_base,broccolistirfry,0,10,3,1.0
captaincookrecipes,entail_base,broccolistirfry,0,18,4,0.0
captaincookrecipes,entail_base,broccolistirfry,0,5,5,0.0
captaincookrecipes,entail_base,broccolistirfry,0,20,6,1.0
captaincookrecipes,entail_base,broccolistirfry,0,1,7,0.0
captaincookrecipes,entail_base,broccolistirfry,0,22,8,0.0
captaincookrecipes,entail_base,broccolistirfry,0,14,9,1.0
captaincookrecipes,entail_base,broccolistirfry,0,3,10,0.0
captaincookrecipes,entail_base,broccolistirfry,0,8,11,0.0
captaincookrecipes,entail_base,broccolistirfry,0,13,12,1.0
captaincookrecipes,entail_base,broccolistirfry,0,6,13,0.0
captaincookrecipes,entail_base,broccolistirfry,0,11,14,1.0
captaincookrecipes,entail_base,broccolistirfry,0,2,15,1.0
captaincookrecipes,entail_base,broccolistirfry,0,17,16,1.0
captaincookrecipes,entail_base,broccolistirfry,0,16,17,1.0
captaincookrecipes,entail_base,broccolistirfry,0,9,18,0.0
captaincookrecipes,entail_base,broccolistirfry,0,4,19,0.0
captaincookrecipes,entail_base,broccolistirfry,0,12,20,0.0
captaincookrecipes,entail_base,broccolistirfry,0,25,21,1.0
captaincookrecipes,entail_base,broccolistirfry,0,23,22,0.0
captaincookrecipes,entail_base,broccolistirfry,0,7,23,1.0
captaincookrecipes,entail_base,broccolistirfry,0,15,24,0.0
captaincookrecipes,entail_base,broccolistirfry,0,26,25,1.0
captaincookrecipes,entail_base,broccolistirfry,1,20,0,1.0
captaincookrecipes,entail_base,broccolistirfry,1,22,1,0.0
captaincookrecipes,entail_base,broccolistirfry,1,14,2,1.0
captaincookrecipes,entail_base,broccolistirfry,1,1,3,1.0
captaincookrecipes,entail_base,broccolistirfry,1,5,4,0.0
captaincookrecipes,entail_base,broccolistirfry,1,21,5,0.0
captaincookrecipes,entail_base,broccolistirfry,1,24,6,0.0
captaincookrecipes,entail_base,broccolistirfry,1,18,7,0.0
captaincookrecipes,entail_base,broccolistirfry,1,19,8,0.0
captaincookrecipes,entail_base,broccolistirfry,1,8,9,0.0
captaincookrecipes,entail_base,broccolistirfry,1,13,10,1.0
captaincookrecipes,entail_base,broccolistirfry,1,3,11,0.0
captaincookrecipes,entail_base,broccolistirfry,1,6,12,0.0
captaincookrecipes,entail_base,broccolistirfry,1,10,13,1.0
captaincookrecipes,entail_base,broccolistirfry,1,11,14,1.0
captaincookrecipes,entail_base,broccolistirfry,1,2,15,1.0
captaincookrecipes,entail_base,broccolistirfry,1,17,16,1.0
captaincookrecipes,entail_base,broccolistirfry,1,9,17,0.0
captaincookrecipes,entail_base,broccolistirfry,1,16,18,1.0
captaincookrecipes,entail_base,broccolistirfry,1,4,19,0.0
captaincookrecipes,entail_base,broccolistirfry,1,12,20,0.0
captaincookrecipes,entail_base,broccolistirfry,1,25,21,1.0
captaincookrecipes,entail_base,broccolistirfry,1,23,22,0.0
captaincookrecipes,entail_base,broccolistirfry,1,7,23,1.0
captaincookrecipes,entail_base,broccolistirfry,1,15,24,0.0
captaincookrecipes,entail_base,broccolistirfry,1,26,25,1.0
captaincookrecipes,entail_base,broccolistirfry,2,21,0,0.0
captaincookrecipes,entail_base,broccolistirfry,2,5,1,0.0
captaincookrecipes,entail_base,broccolistirfry,2,3,2,0.0
captaincookrecipes,entail_base,broccolistirfry,2,20,3,0.0
captaincookrecipes,entail_base,broccolistirfry,2,1,4,0.0
captaincookrecipes,entail_base,broccolistirfry,2,22,5,0.0
captaincookrecipes,entail_base,broccolistirfry,2,24,6,0.0
captaincookrecipes,entail_base,broccolistirfry,2,10,7,1.0
captaincookrecipes,entail_base,broccolistirfry,2,19,8,0.0
captaincookrecipes,entail_base,broccolistirfry,2,14,9,1.0
captaincookrecipes,entail_base,broccolistirfry,2,18,10,0.0
captaincookrecipes,entail_base,broccolistirfry,2,8,11,0.0
captaincookrecipes,entail_base,broccolistirfry,2,13,12,1.0
captaincookrecipes,entail_base,broccolistirfry,2,6,13,0.0
captaincookrecipes,entail_base,broccolistirfry,2,11,14,1.0
captaincookrecipes,entail_base,broccolistirfry,2,2,15,1.0
captaincookrecipes,entail_base,broccolistirfry,2,17,16,1.0
captaincookrecipes,entail_base,broccolistirfry,2,16,17,1.0
captaincookrecipes,entail_base,broccolistirfry,2,9,18,0.0
captaincookrecipes,entail_base,broccolistirfry,2,4,19,0.0
captaincookrecipes,entail_base,broccolistirfry,2,12,20,0.0
captaincookrecipes,entail_base,broccolistirfry,2,25,21,1.0
captaincookrecipes,entail_base,broccolistirfry,2,23,22,0.0
captaincookrecipes,entail_base,broccolistirfry,2,7,23,1.0
captaincookrecipes,entail_base,broccolistirfry,2,15,24,0.0
captaincookrecipes,entail_base,broccolistirfry,2,26,25,1.0
captaincookrecipes,entail_base,broccolistirfry,3,5,0,0.0
captaincookrecipes,entail_base,broccolistirfry,3,18,1,0.0
captaincookrecipes,entail_base,broccolistirfry,3,8,2,0.0
captaincookrecipes,entail_base,broccolistirfry,3,21,3,0.0
captaincookrecipes,entail_base,broccolistirfry,3,24,4,0.0
captaincookrecipes,entail_base,broccolistirfry,3,22,5,0.0
captaincookrecipes,entail_base,broccolistirfry,3,1,6,1.0
captaincookrecipes,entail_base,broccolistirfry,3,10,7,1.0
captaincookrecipes,entail_base,broccolistirfry,3,3,8,0.0
captaincookrecipes,entail_base,broccolistirfry,3,13,9,1.0
captaincookrecipes,entail_base,broccolistirfry,3,20,10,0.0
captaincookrecipes,entail_base,broccolistirfry,3,6,11,0.0
captaincookrecipes,entail_base,broccolistirfry,3,14,12,1.0
captaincookrecipes,entail_base,broccolistirfry,3,19,13,0.0
captaincookrecipes,entail_base,broccolistirfry,3,11,14,1.0
captaincookrecipes,entail_base,broccolistirfry,3,2,15,1.0
captaincookrecipes,entail_base,broccolistirfry,3,17,16,1.0
captaincookrecipes,entail_base,broccolistirfry,3,9,17,0.0
captaincookrecipes,entail_base,broccolistirfry,3,16,18,1.0
captaincookrecipes,entail_base,broccolistirfry,3,4,19,0.0
captaincookrecipes,entail_base,broccolistirfry,3,12,20,0.0
captaincookrecipes,entail_base,broccolistirfry,3,25,21,1.0
captaincookrecipes,entail_base,broccolistirfry,3,23,22,0.0
captaincookrecipes,entail_base,broccolistirfry,3,7,23,1.0
captaincookrecipes,entail_base,broccolistirfry,3,15,24,0.0
captaincookrecipes,entail_base,broccolistirfry,3,26,25,1.0
captaincookrecipes,entail_base,broccolistirfry,4,21,0,0.0
captaincookrecipes,entail_base,broccolistirfry,4,20,1,0.0
captaincookrecipes,entail_base,broccolistirfry,4,3,2,0.0
captaincookrecipes,entail_base,broccolistirfry,4,22,3,0.0
captaincookrecipes,entail_base,broccolistirfry,4,8,4,0.0
captaincookrecipes,entail_base,broccolistirfry,4,19,5,0.0
captaincookrecipes,entail_base,broccolistirfry,4,1,6,1.0
captaincookrecipes,entail_base,broccolistirfry,4,13,7,1.0
captaincookrecipes,entail_base,broccolistirfry,4,18,8,0.0
captaincookrecipes,entail_base,broccolistirfry,4,10,9,1.0
captaincookrecipes,entail_base,broccolistirfry,4,5,10,0.0
captaincookrecipes,entail_base,broccolistirfry,4,14,11,1.0
captaincookrecipes,entail_base,broccolistirfry,4,6,12,0.0
captaincookrecipes,entail_base,broccolistirfry,4,11,13,1.0
captaincookrecipes,entail_base,broccolistirfry,4,2,14,1.0
captaincookrecipes,entail_base,broccolistirfry,4,24,15,0.0
captaincookrecipes,entail_base,broccolistirfry,4,17,16,1.0
captaincookrecipes,entail_base,broccolistirfry,4,16,17,1.0
captaincookrecipes,entail_base,broccolistirfry,4,9,18,0.0
captaincookrecipes,entail_base,broccolistirfry,4,4,19,0.0
captaincookrecipes,entail_base,broccolistirfry,4,12,20,0.0
captaincookrecipes,entail_base,broccolistirfry,4,25,21,1.0
captaincookrecipes,entail_base,broccolistirfry,4,23,22,0.0
captaincookrecipes,entail_base,broccolistirfry,4,7,23,1.0
captaincookrecipes,entail_base,broccolistirfry,4,15,24,0.0
captaincookrecipes,entail_base,broccolistirfry,4,26,25,1.0
captaincookrecipes,entail_base,broccolistirfry,5,22,0,0.0
captaincookrecipes,entail_base,broccolistirfry,5,24,1,0.0
captaincookrecipes,entail_base,broccolistirfry,5,1,2,1.0
captaincookrecipes,entail_base,broccolistirfry,5,8,3,0.0
captaincookrecipes,entail_base,broccolistirfry,5,5,4,0.0
captaincookrecipes,entail_base,broccolistirfry,5,20,5,1.0
captaincookrecipes,entail_base,broccolistirfry,5,14,6,1.0
captaincookrecipes,entail_base,broccolistirfry,5,19,7,1.0
captaincookrecipes,entail_base,broccolistirfry,5,13,8,1.0
captaincookrecipes,entail_base,broccolistirfry,5,21,9,0.0
captaincookrecipes,entail_base,broccolistirfry,5,6,10,0.0
captaincookrecipes,entail_base,broccolistirfry,5,3,11,0.0
captaincookrecipes,entail_base,broccolistirfry,5,18,12,0.0
captaincookrecipes,entail_base,broccolistirfry,5,10,13,1.0
captaincookrecipes,entail_base,broccolistirfry,5,11,14,1.0
captaincookrecipes,entail_base,broccolistirfry,5,2,15,1.0
captaincookrecipes,entail_base,broccolistirfry,5,17,16,1.0
captaincookrecipes,entail_base,broccolistirfry,5,9,17,0.0
captaincookrecipes,entail_base,broccolistirfry,5,16,18,1.0
captaincookrecipes,entail_base,broccolistirfry,5,4,19,0.0
captaincookrecipes,entail_base,broccolistirfry,5,12,20,0.0
captaincookrecipes,entail_base,broccolistirfry,5,25,21,1.0
captaincookrecipes,entail_base,broccolistirfry,5,23,22,0.0
captaincookrecipes,entail_base,broccolistirfry,5,7,23,1.0
captaincookrecipes,entail_base,broccolistirfry,5,15,24,0.0
captaincookrecipes,entail_base,broccolistirfry,5,26,25,1.0
